"recordID","TITLE","JOURNAL","YEAR","KEYWORDS"
2453,"Ecogeomorphic Models of Nutrient Biogeochemistry for Mangrove Wetlands",NA,2009,"FCE"
2450,"Ecoenzymatic stoichiometry of microbial organic nutrient acquisition in soil and sediment","Nature",2009,"SEV"
2451,"Ecoenzymatic stoichiometry of microbial organic nutrient acquisition in soil and sediment",NA,2009,"SEV"
1158,"Earth Stewardship: Science for action to sustain the human-earth system",NA,2011,"BNZ"
1159,"Earth Stewardship: science for action to sustain the human-earth system","Ecosphere",2011,"SEV"
10481,"Dynamics of plant and arthropod diversity during old field succession.","Ecography",1999,"CDR, SEV"
10482,"Dynamics of plant and arthropod diversity during old field succession",NA,1999,"SEV"
4924,"Dynamics and controls of ecosystem scale water, carbon, and energy cycling at semiarid grassland and shrubland",NA,2006,"SEV"
4925,"Dynamics and controls of ecosystem scale water, carbon, and energy cycling at semiarid grassland and shrubland",NA,2006,"SEV"
4921,"Dryland Ecohydrology",NA,2006,"SEV"
4922,"Dryland Ecohydrology",NA,2006,"SEV"
1149,"Does variation in movement tactics and trophic interactions among American alligators create habitat linkages?","Journal of Animal Ecology",2011,"community dynamics, connectivity, consumer-mediated nutrient transport, estuary, FCE, individual specialization, stable isotopes, top predators"
1150,"Does variation in movement tactics and trophic interactions among American alligators create habitat linkages?",NA,2011,"community dynamics, connectivity, consumer-mediated nutrient transport, estuary, FCE, individual specialization, stable isotopes, top predators"
4102,"Does shrub invasion indirectly limit grass establishment via seedling herbivory? A test at grassland-shrubland ecotones","Journal of Vegetation Science",2007,"SEV"
4103,"Does shrub invasion indirectly limit grass establishment via seedling herbivory? A test at grassland-shrubland ecotones",NA,2007,"JRN, small mammal"
10470,"Do landscape structural and functional units exist?",NA,1999,"JRN, reports"
10471,"Do landscape structural and functional units exist?",NA,1999,"CAP"
5853,"Do individual plant species show predictable responses to nitrogen addition across multiple experiments?",NA,2005,"ARC, distichlis, eutrophication, fertilization, GCE, juncus, KNZ, nitrogen, plant, Salicornia, spartina"
5854,"Do individual plant species show predictable responses to nitrogen addition across multiple experiments?",NA,2005,"KNZ"
5855,"Do individual plant species show predictable responses to nitrogen addition across multiple experiments?",NA,2005,"ARC, KNZ, SEV"
5856,"Do individual plant species show predictable responses to nitrogen addition across multiple experiments?",NA,2005,"ARC, KNZ"
5859,"Do individual plant species show predictable responses to nitrogen addition across multiple experiments?","Oikos",2005,"ARC, CDR, GCE, KNZ, NWT, SEV"
5857,"Do individual plant species show predictable responses to nitrogen addition across multiple experiments",NA,2005,"CDR"
349,"Diversity, Taxonomic versus Functional",NA,2013,"ARC"
350,"Diversity, Taxonomic versus Functional",NA,2013,"ARC"
10468,"Diversity of arthropod responses to host-plant water stress in a desert ecosystem in southern New Mexico","American Midland Naturalist",1999,"AND, trophic relations"
10469,"Diversity of arthropod responses to host-plant water stress in a desert ecosystem in southern New Mexico",NA,1999,"JRN, Plant Vigor Hypothesis"
4906,"Diversity and distribution of Victoria Land biota","Soil Biology and Biochemistry",2006,"MCM"
4907,"Diversity and distribution of Victoria Land biota",NA,2006,"MCM"
7453,"Disturbance Dynamics and Ecological Response: The Contribution of Long-term Ecological Research",NA,2003,"BNZ, KNZ, SEV"
7452,"Disturbance dynamics and ecological response: The contribution of long-term ecological research",NA,2003,"KNZ, SEV"
7450,"Disturbance dynamics and ecological response: the contribution of long-term ecological research",NA,2003,"AND, disturbance, KNZ, SEV"
7451,"Disturbance dynamics and ecological response: the contribution of long-term ecological research",NA,2003,"KNZ"
7454,"Disturbance dynamics and ecological response: the contribution of long-term ecological research","BioScience",2003,"AND, biotic invasion, BNZ, fire, heterogeneity, hurricane, KNZ, NTL, scale, SEV"
2429,"Distribution and ecological role of the non-native macroalga Gracilaria vermiculophylla in Virginia salt marshes","Biological Invasions",2009,"GCE, VCR"
2430,"Distribution and ecological role of the non-native macroalga Gracilaria vermiculophylla  in Virginia salt marshes",NA,2009,"distribution, GCE, gracilaria vermiculophylla, invasive species, macroalgae, salt marsh"
731,"Dissolved Organic Matter in Headwater Streams: Compositional Variability across Climatic Regions of North America",NA,2012,"FCE"
730,"Dissolved organic matter in headwater streams: compositional variability across climatic regions of North America",NA,2012,"KNZ"
728,"Dissolved organic matter biogeochemistry along a transect of the Okavango Delta, Botswana",NA,2012,"FCE"
729,"Dissolved organic matter biogeochemistry along a transect of the Okavango Delta, Botswana","Wetlands",2012,"FCE"
346,"Dissolved black carbon in grassland streams: Is there an effect of recent fire history?",NA,2013,"KNZ"
347,"Dissolved black carbon in grassland streams: Is there an effect of recent fire history?","Chemosphere",2013,"BPCA, dissolved black carbon, dissolved organic carbon, FCE, fire frequency, grassland streams, Konza Prairie"
6670,"Disentangling biocomplexity through a Distributed Knowledge Network.",NA,2004,"LNO"
7440,"Disentangling biocomplexity through a distributed knowledge network","Bioscience",2003,"LNO, LUQ"
3194,"Disease effects on landscape and regional systems: A resilience framework.",NA,2008,"BNZ"
3195,"Disease effects on landscape and regional systems: A resilience framework",NA,2008,"BNZ"
1760,"Direct and terrestrial vegetation-mediated effects of environmental change on aquatic ecosystem processes","BioScience",2010,"NTL"
1761,"Direct and terrestrial vegetation-mediated effects of environmental change on aquatic ecosystem processes","BioScience",2010,"BNZ"
10458,"Dinitrogen fixation",NA,1999,"KBS"
10459,"Dinitrogen fixation",NA,1999,"BNZ"
10460,"Dinitrogen fixation",NA,1999,"AND, soils"
3189,"Digital Data Practices and the Global Long Term Ecological Research Program","International Journal of Digital Curation",2008,"CCE, PAL"
3190,"Digital Data Practices and the Global Long Term Ecological Research Program",NA,2008,"CCE"
344,"Differential physiological responses to environmental change promote woody shrub expansion",NA,2013,"ARC"
345,"Differential physiological responses to environmental change promote woody shrub expansion",NA,2013,"ARC"
16995,"Development of the Polypay breed of sheep","Journal of Animal Science",1984,"JRN"
17194,"Development of the Polypay breed of sheep",NA,1983,"JRN"
5839,"Developing unified theories in ecology as exemplified with diversity gradients","American Naturalist",2005,"LUQ"
5840,"Developing unified theories in ecology as exemplified with diversity gradients",NA,2005,"LUQ"
6663,"Detritus, trophic dynamics, and biodiversity",NA,2004,"SGS"
6662,"Detritus, trophic dynamics and biodiversity.","Ecology Letters",2004,"MCM, SGS"
722,"Determining the Habitats of Mollusk Collection at the Sapelo Island Shell Ring Complex, USA using Oxygen Isotope Sclerochronology","Journal of Archaeological Science",2012,"archaeology, GCE, georgia"
1127,"Determining the Habitats of Mollusk Collection at the Sapelo Island Shell Ring Complex, USA using Oxygen Isotope Sclerochronology",NA,2011,"GCE, Late Archaic, Oxygen Isotope, Sclerochronology"
2418,"Determining Spatial and Temporal Inputs of Freshwater, Including Submarine Groundwater Discharge, to a Subtropical Estuary Using Geochemical Tracers, Biscayne Bay, South Florida","Estuaries and Coasts",2009,"FCE, florida, geochemistry, groundwater, groundwater discharge, isotopes, submarine groundwater discharge, trace metals"
2419,"Determining Spatial and Temporal Inputs of Freshwater, Including Submarine Groundwater Discharge, to a Subtropical Estuary Using Geochemical Tracers, Biscayne Bay, South Florida",NA,2009,"FCE, florida, geochemistry, groundwater, groundwater discharge, isotopes, submarine groundwater discharge, trace metals"
5832,"Detection of spatial and temporal trends in Wisconsin lake water clarity using Landsat-derived estimates of Secchi depth",NA,2005,"NTL"
4882,"Detection of spatial and temporal trends in Wisconsin lake water clarity using landsat-derived estimates of secchi depth","Lake and Reservoir Management",2006,"NTL"
8271,"Desertification",NA,2002,"JRN, reports"
9010,"Desertification",NA,2001,"JRN, reports"
14291,"Desertification",NA,1992,"JRN, reports"
1123,"Derivation of lake mixing and stratification indices from high-resolution lake buoy data","Environmental Modelling and Software",2011,"FCE, NTL"
1124,"Derivation of lake mixing and stratification indices from high-resolution lake buoy data",NA,2011,"NTL"
9741,"Denitrification",NA,2000,"KBS"
10448,"Denitrification",NA,1999,"AND, soils"
10449,"Denitrification",NA,1999,"denitrification, NWT, NWTLTER, soil"
10450,"Denitrification",NA,1999,"KBS"
11130,"Denitrification",NA,1998,"LUQ"
335,"delta C-13 and delta N-15 of particulate organic matter in the Santa Barbara Channel: drivers and implications for trophic inference",NA,2013,"SBC"
336,"delta C-13 and delta N-15 of particulate organic matter in the Santa Barbara Channel: drivers and implications for trophic inference",NA,2013,"SBC"
4068,"Defining the coast and sentinel ecosystems for coastal observations of global change","Hydrobiologia",2007,"coast, ecosystems, global terrestrial observing system, long-term monitoring, management, models, nitrogen, ramsar convention on wetlands, VCR, watersheds, world heritage convention term ecological research"
4069,"Defining the coast and sentinel ecosystems for coastal observations of global change",NA,2007,"coast; Global Terrestrial Observing System; ecosystems; long-term monitoring; Ramsar Convention on Wetlands; World Heritage Convention term ecological research; management; watersheds; nitrogen; models, VCR"
11128,"Decomposition and nutrient dynamics of oak Quercus spp. logs after five years of decomposition.","Ecography",1998,"CWT, KNZ"
11129,"Decomposition and nutrient dynamics of Oak (Quercus spp.) logs after five years of decomposition",NA,1998,"KNZ"
3169,"Decay of Aspen (Populus tremuloides Michx.) Wood in Moist and Dry Boreal, Temperate, and Tropical Forest Fragments","Ambio",2008,"BNZ"
3170,"Decay of aspen (Populus tremuloides Michx.) wood in moist and dry boreal, temperate and tropical forest fragments","Ambio",2008,"LUQ"
2404,"Data Stewardship: Environmental Data Curation and a Web-of-Repositories","International Journal of Digital Curation",2009,"CCE, PAL"
2405,"Data Stewardship: Environmental Data Curation and a Web-of-Repositories",NA,2009,"CCE"
11124,"Data and Information Management in the Ecological Sciences: A Resource Guide.",NA,1998,"LNO"
11123,"Data and information management in the ecological sciences: a resource guide",NA,1998,"data databases, VCR"
330,"Current Methods to Evaluate Net Primary Production and Carbon Budgets in Mangrove Forests",NA,2013,"FCE"
718,"Current Methods to Evaluate Net Primary Production and Carbon Budgets in Mangrove Forests",NA,2012,"FCE"
2401,"Cumulative Impacts of Hurricanes on Florida Mangrove Ecosystems: Sediment Deposition, Storm Surges and Vegetation",NA,2009,"basal area, ecosystem change, FCE, hurricane andrew, hurricane donna, hurricane wilma, labor day storm, mortality, persistence, stability, steady state"
2402,"Cumulative Impacts of Hurricanes on Florida Mangrove Ecosystems: Sediment Deposition, Storm Surges and Vegetation","Wetlands",2009,"basal area, ecosystem change, FCE, hurricane andrew, hurricane donna, hurricane wilma, labor day storm, mortality, persistence, stability, steady state"
1113,"Cultivation-independent analysis of bacteria in IDEXX quanti-tray/2000 fecal indicator assays.",NA,2011,"SBC"
1112,"Cultivation-Independent Analysis of Bacteria in IDEXX Quanti-Tray/2000 Fecal Indicator Assays","Applied and Environmental Microbiology",2011,"SBC"
1111,"Cross-system comparisons elucidate disturbance complexities and generalities.","Ecosphere",2011,"ARC, JRN"
1109,"Cross-system comparisons elucidate disturbance complexities and generalities",NA,2011,"BNZ"
1110,"Cross-system comparisons elucidate disturbance complexities and generalities",NA,2011,"JRN, wildfire"
1107,"Cross-stream comparison of substrate-specific denitrification potential","Biogeochemistry",2011,"CAP"
1108,"Cross-stream comparison of substrate-specific denitrification potential",NA,2011,"KNZ"
329,"Cross-site comparisons of state change dynamics",NA,2013,"CCE"
1105,"Cross-site comparisons of state change dynamics",NA,2011,"SEV"
9729,"Cross-site comparison of soil microbial biomass, soil nutrient status, and nematode trophic groups.","Pedobiologia",2000,"CWT, HBR"
9730,"Cross-site comparison of soil microbial biomass, soil nutrient status, and nematode trophic groups",NA,2000,"HBR"
2398,"Cross-site comparison of herbivore impact on nitrogen availability in grasslands: the role of plant nitrogen concentration","Oikos",2009,"CDR, SGS"
2399,"Cross-site comparison of herbivore impact on nitrogen availability in grasslands: the role of plant nitrogen concentration",NA,2009,"KNZ"
2400,"Cross-site comparison of herbivore impact on nitrogen availability in grasslands: the role of plant nitrogen concentration",NA,2009,"KNZ, SGS"
4060,"Cross-Scale interactions and changing pattern-process relationships: Consequences for system dynamics","Ecosystems",2007,"SEV"
4061,"Cross-scale interactions and changing pattern-process relationships: Consequences for system dynamics",NA,2007,"JRN, tansfer processes"
16986,"Coweeta Hydrologic Laboratory: A guide to the research program",NA,1984,"CWT"
16987,"Coweeta Hydrologic Laboratory: a guide to the research program",NA,1984,"CWT"
4055,"Coupled human and natural systems","Ambio",2007,"NTL"
4056,"Coupled human and natural systems",NA,2007,"CAP"
324,"Correspondence of historic salinity fluctuations in Florida Bay, USA, to atmospheric variability and anthropogenic changes","Journal of Paleolimnology",2013,"diatoms, FCE, Florida Bay, paleoenvironment, salinity"
716,"Correspondence of historic salinity fluctuations in Florida Bay, USA, to atmospheric variability and anthropogenic changes","Journal of Paleolimnology",2012,"diatoms, FCE, Florida Bay, paleoenvironment, salinity"
321,"Coral and macroalgal exudates vary in neutral sugar composition and differentially enrich reef bacterioplankton lineages.",NA,2013,"algae, bacteria, coral, DCNS, exudate, MCR, population, reef"
322,"Coral and macroalgal exudates vary in neutral sugar composition and differentially enrich reef bacterioplankton lineages.","ISME Journal",2013,"algae, bacteria, coral, DCNS, exudate, MCR, population, reef"
319,"Coordinated Distributed Experiments: an emerging tool for testing global hypotheses in ecology and environmental science",NA,2013,"KNZ"
320,"Coordinated distributed experiments: an emerging tool for testing global hypotheses in ecology and environmental science",NA,2013,"SEV"
6638,"Convergence across biomes to a common rain-use efficiency","Nature",2004,"SEV"
6639,"Convergence across biomes to a common rain-use efficiency",NA,2004,"KNZ"
2390,"Controls on long-term root and leaf litter decomposition in Neotropical forests","Global Change Biology",2009,"LUQ"
2389,"Controls on long-term root and leaf litter decomposition in neotropical forests",NA,2009,"SGS"
8998,"Control of Nitrogen Export from Watersheds by Headwater Streams.","Science",2001,"AND, ARC, CWT, KBS, KNZ, LUQ"
8995,"Control of Nitrogen Export from Watersheds by Headwater Streams",NA,2001,"ARC, KNZ, LUQ"
8993,"Control of nitrogen export from watersheds by headwater streams",NA,2001,"AND, ARC, KNZ, Water pollution"
8994,"Control of nitrogen export from watersheds by headwater streams",NA,2001,"ARC, KNZ"
8996,"Control of nitrogen export from watersheds by headwater streams",NA,2001,"ARC, KBS, KNZ, LTER Publication"
8997,"Control of nitrogen export from watersheds by headwater streams",NA,2001,"KNZ"
15125,"Contributions of the long-term ecological research program",NA,1990,"KNZ"
15126,"Contributions of the long-term ecological research program","BioScience",1990,"AND, disturbance ecology"
2376,"Contingent productivity responses to more extreme rainfall regimes across a grassland biome","Global Change Biology",2009,"SGS"
2377,"Contingent productivity responses to more extreme rainfall regimes across a grassland biome",NA,2009,"KNZ"
705,"Consistent effects of nitrogen amendments on soil microbial communities and processes across biomes",NA,2012,"ARC, KNZ"
706,"Consistent effects of nitrogen amendments on soil microbial communities and processes across biomes",NA,2012,"ARC"
317,"Consistency and sensitivity of stream periphyton community structural and functional responses to nutrient enrichment",NA,2013,"SBC"
318,"Consistency and sensitivity of stream periphyton community structural and functional responses to nutrient enrichment",NA,2013,"SBC"
3149,"Consequences of more extreme precipitation regimes for terrestrial ecosystems","BioScience",2008,"SGS"
3150,"Consequences of more extreme precipitation regimes for terrestrial ecosystems",NA,2008,"KNZ"
3147,"Consequences of climate change on the ecogeomorphology of coastal wetlands.",NA,2008,"PIE, PIE LTER; primary production; organic matter; disturbance; climate change; ecogeomorphology; coastal wetlands"
3146,"Consequences of Climate Change on the Ecogeomorphology of Coastal Wetlands","Estuaries and Coasts",2008,"VCR"
6624,"Confounding effects of the export of production and the displacement of fishing effort from marine reserves","Ecological Applications",2004,"SBC"
6625,"Confounding effects of the export of production and the displacement of fishing effort from marine reserves",NA,2004,"SBC"
4043,"Conclusion",NA,2007,"BES, dynamics, patch dynamics, patches"
8242,"Conclusion",NA,2002,"BES, environmental problems"
4039,"Complexity of coupled human and natural systems","Science",2007,"NTL"
4040,"Complexity of coupled human and natural systems",NA,2007,"CAP"
314,"Complex impacts of an invasive omnivore and native consumers on stream communities in California and Hawaii",NA,2013,"SBC"
315,"Complex impacts of an invasive omnivore and native consumers on stream communities in California and Hawaii",NA,2013,"SBC"
4035,"Compensatory dynamics are rare in natural ecological communities","Proceedings of the National Academy of Sciences",2007,"KNZ, NTL"
4036,"Compensatory dynamics are rare in natural ecological communities",NA,2007,"SEV"
8232,"Comparison of the fate of dissolved organic matter in two coastal systems: Hog Island Bay, VA (USA) and Plum Island Sound, MA (USA)",NA,2002,"decompostion, dissolved organic matter, estuary, PIE, PIE LTER"
8231,"Comparison of the fate of dissolved organic matter in two coastal systems : Hog Island Bay, VA (USA) and Plum Island Sound, MA (USA)",NA,2002,"VCR"
11104,"Comparison of root distributions of species in North American grasslands using GIS","Journal of Vegetation Science",1998,"SGS"
11105,"Comparison of root distributions of species in North American grasslands using GIS",NA,1998,"JRN"
3141,"Comparison of instantaneous and constant-rate stream tracer experiments through non-parametric analysis of residence time distributions","Water Resour. Res",2008,"ARC"
4032,"Comparison of instantaneous and constant-rate stream tracer experiments through non-parametric analysis of residence time distributions",NA,2007,"ARC"
11096,"Comparison of epilithic algal and bryophyte metabolism in an arctic tundra stream, Alaska","Journal of the North American Benthological Society",1998,"ARC"
11792,"Comparison of epilithic algal and bryophyte metabolism in an arctic tundra stream, Alaska",NA,1997,"ARC"
18530,"Comparative temperature and moisture responses in Gambel and Scaled Quail",NA,1971,"journals, JRN"
18695,"Comparative temperature and moisture responses in Gambel and Scaled Quail",NA,1967,"JRN, thesis"
1701,"Combined effects of impervious surface and vegetation cover on air temperature variations in a rapidly expanding desert city","GIScience \& Remote Sensing",2010,"JRN, vegetation cover"
1702,"Combined effects of impervious surface and vegetation cover on air temperature variations in a rapidly expanding desert city",NA,2010,"CAP"
5782,"Colored dissolved organic matter and its influence on the satellite-based characterization of the ocean biosphere","Geophysical Research Letters",2005,"SBC"
5783,"Colored dissolved organic matter and its influence on the satellite-based characterization of the ocean biosphere",NA,2005,"MCR, primary production"
4021,"Coastal Currents",NA,2007,"SBC"
4022,"Coastal Currents",NA,2007,"disturbances, MCR"
12315,"CO2 fluctuation at high latitudes","Nature",1996,"ARC, BNZ"
12316,"CO2 fluctuation at high latitudes",NA,1996,"ARC"
7375,"Climate Variability and Ecosystem Response at Long-Term Ecological Research Sites",NA,2003,"KNZ, PAL"
7376,"Climate variability and ecosystem response at Long-Term Ecological Research sites",NA,2003,"KNZ"
7378,"Climate variability and ecosystem response - Synthesis",NA,2003,"NWT, NWTLTER"
7379,"Climate variability and ecosystem response - synthesis",NA,2003,"PAL"
7374,"Climate Variability and Ecosystem Response",NA,2003,"NWT, NWTLTER"
14678,"Climate variability and ecosystem response",NA,1991,"BNZ"
11085,"Climate database project: a strategy for improving information access across research sites",NA,1998,"NTL"
11086,"Climate database project: a strategy for improving information access across research sites","Data and information management in the ecological sciences: a resource guide",1998,"AND, data sharing"
11087,"Climate database project: a strategy for improving information access across research sites",NA,1998,"climate databases information, VCR"
10402,"Climate and litter quality controls on decomposition: An analysis of modeling approaches",NA,1999,"ARC"
10401,"Climate and litter quality controls on decomposition: an analysis of modeling approaches",NA,1999,"AND, ARC, decomposition, SGS"
10403,"Climate and litter quality controls on decomposition: an analysis of modeling approaches",NA,1999,"ARC, SGS"
13352,"Chemical weathering in small catchments: Climatic and anthropogenic influences.",NA,1994,"acidity, biogeochemistry, buffering, green lakes valley, nutrient cycling, NWT, NWTLTER, weathering"
13353,"Chemical weathering in small catchments: climatic and anthropogenic influences",NA,1994,"HBR"
300,"Chapter 64: Syphacia",NA,2013,"VCR"
301,"Chapter 64: Syphacia",NA,2013,"VCR"
9677,"Changes in grassland canopy structure across a precipitation gradient","Journal of Vegetation Science",2000,"SGS"
9678,"Changes in grassland canopy structure across a precipitation gradient",NA,2000,"JRN, precipitation gradient"
5759,"Causes and consequences of spatial heterogeneity in lakes",NA,2005,"NTL"
5758,"Causes and  consequences of spatial heterogeneity in lakes",NA,2005,"ARC"
294,"Case study: Novel Socio-ecological systems in the North: Potential pathways toward ecological and societal resilience",NA,2013,"BNZ"
295,"Case study: Novel Socio-ecological systems in the North: Potential pathways toward ecological and societal resilience",NA,2013,"BNZ"
4005,"Cascading events in linked ecological and socioeconomic systems",NA,2007,"SEV"
4006,"Cascading Events in Linked Ecological and Socio-Economic Systems","Frontiers in Ecology and Environment",2007,"JRN, SEV, socio economic"
1054,"Carbon loss from an unprecedented Arctic tundra wildfire",NA,2011,"ARC, BNZ"
1055,"Carbon loss from an unprecedented Arctic tundra wildfire",NA,2011,"ARC"
3087,"Carbon fluxes on North American rangelands","Rangeland Ecology and Management",2008,"SGS"
3088,"Carbon fluxes on North American rangelands",NA,2008,"JRN, shrubland"
8194,"Carbon exchange rates and species composition of grazed pastures and exclosures in the shortgrass steppe of Colorado","Agriculture, Ecosystems and Environment",2002,"SGS"
8195,"Carbon exchange rates and species composition of grazed pastures and exclosures in the shortgrass steppe of Colorado",NA,2002,"SGS"
13346,"Carbon dioxide supersaturation in the surface waters of lakes","Science",1994,"carbon dioxide, NTL, supersaturation, surface waters"
13347,"Carbon dioxide supersaturation in the surface waters of lakes",NA,1994,"HBR"
13348,"Carbon dioxide supersaturation in the surface waters of lakes",NA,1994,"ARC, HBR"
6573,"Carbon cycling in soil",NA,2004,"BES, CARBON; SOIL"
6574,"Carbon cycling in soil","Frontiers in Ecology and the Environment",2004,"AND, soils"
5748,"Carbon assimilation by riverine mangroves in the Florida Everglades",NA,2005,"FCE"
5749,"Carbon assimilation by riverine mangroves in the Florida Everglades",NA,2005,"FCE"
6570,"Carbon and nitrogen stoichiometry and nitrogen cycling rates in streams.",NA,2004,"CWT"
6569,"Carbon and nitrogen stoichiometry and nitrogen cycling rates in streams","Oecologia",2004,"carbon, CWT, LUQ, nitrogen, nitrogen ratio, stoichiometry, streams"
6571,"Carbon and nitrogen stoichiometry and nitrogen cycling rates in streams",NA,2004,"KNZ"
6572,"Carbon and nitrogen stoichiometry and nitrogen cycling rates in streams",NA,2004,"ARC"
12818,"Canopy invertebrate community response to disturbance and consequences of herbivory in temperate and tropical forests.",NA,1995,"CWT"
12817,"Canopy invertebrate community response to disturbance and consequences of herbivory in temperate and tropical forests","Selbyana",1995,"AND, CWT, LUQ"
12819,"Canopy invertebrate community response to disturbance and consequences of herbivory in temperate and tropical forests",NA,1995,"AND, disturbance"
15815,"Canopy arthropods and their response to forest disturbance.","Pages 207-218 in W",1988,"CWT"
15816,"Canopy arthropods and their response to forest disturbance",NA,1988,"AND, canopy communities"
8184,"Can uptake length in streams be determined by nutrient addition experiments? Results from an interbiome comparison study.","Journal of the North American Benthological Society",2002,"CWT, KBS"
8185,"Can uptake length in streams be determined by nutrient addition experiments? Results from an inter-biome comparison study",NA,2002,"KNZ, LUQ, stream; ammonium; uptake length; nutrient cycling; nutrient spiraling; nitrogen limitation"
8186,"Can uptake length in streams be determined by nutrient addition experiments? Results from an inter-biome comparison study",NA,2002,"KNZ"
19043,"Calf crop increases on the Jornada",NA,1922,"JRN, range"
19044,"Calf crop increases on the Jornada",NA,1922,"journals, JRN"
1051,"Burn severity influences postfire CO2 exchange in arctic tundra.","Ecological Applications",2011,"ARC"
1050,"Burn severity influences postfire CO2 exchange in arctic tundra",NA,2011,"ARC"
10376,"Bringing different scales together: combination of top-down and bottom-up approaches to trace gas inventories.",NA,1999,"SGS"
10375,"Bringing different scales together: combination of top-down and bottom-up approaches to trace gas inventories","Approaches to Greenhouse Gas Inventories of Biogenic Soures in Agriculture. *  Workshop on EU Concerted Action FAIR3-CT96-1877, Biogenic Emissions of Greenhouse Gases Caused by Arable and Animal Agriculture",1999,"SGS"
2303,"Boundary dynamics in landscapes",NA,2009,"SEV"
2304,"Boundary dynamics in landscapes",NA,2009,"JRN, vegetation"
15474,"Botanical content of blacktailed jackrabbit diets on semi-desert rangeland",NA,1989,"JRN"
14246,"Botanical content of black-tailed jackrabbit diets on semidesert rangeland","Great Basin Naturalist",1992,"diet, JRN, lepus"
5740,"Body size, energy use, and community structure of small mammals","Ecology",2005,"AND, community structure"
5741,"Body size, energy use, and community structure of small mammals",NA,2005,"SEV"
4769,"Biotic interactions in Antarctic terrestrial ecosystems: Are they a factor?","Soil Biology and Biochemistry",2006,"MCM"
4770,"Biotic interactions in Antarctic terrestrial ecosystems: are they a factor?",NA,2006,"MCM"
3066,"Biomass and toxicity responses of poison ivy (Toxicodendron radicans) to elevated atmospheric CO2: Comment.","Ecology",2008,"CDR"
3986,"Biomass and toxicity responses of poison ivy (Toxicodendron radicans) to elevated atmospheric CO2: Comment",NA,2007,"CDR"
6557,"Biomass and nutrient dynamics of restored neotropical forests",NA,2004,"LUQ"
6558,"Biomass and nutrient dynamics of restored neotropical forests","Water, Air and Soil Pollution",2004,"LUQ"
13336,"Biological Processes and Catchment Studies.",NA,1994,"CWT"
13334,"Biological Processes and Catchment Studies","Biogeochemistry of Small Catchments: A Tool for Environmental Research",1994,"CWT"
13335,"Biological processes and catchment studies",NA,1994,"HBR"
2297,"Biological field stations: Research legacies and sites for serendipity",NA,2009,"SEV"
2298,"Biological field stations: Research legacies and sites for serendipity",NA,2009,"SEV"
2296,"Biological field stations: research legacies and sites for serendipity","BioScience",2009,"AND, SEV"
12806,"Biogeochemistry of a Forested Ecosystem",NA,1995,"HBR"
17984,"Biogeochemistry of a Forested Ecosystem",NA,1977,"HBR"
1038,"Biogeochemical Processes on Tree Islands in the Greater Everglades: Initiating a New Paradigm","Critical Reviews in Environmental Science and Technology",2011,"everglades, FCE, florida everglades, focused nutrient redistribution model, groundwater flows, landscape modulation, nitrogen, phosphorus, restoration, sap flow, tree patches, tree transpiration, zone of confluence"
1039,"Biogeochemical Processes on Tree Islands in the Greater Everglades: Initiating a New Paradigm",NA,2011,"everglades, FCE, florida everglades, focused nutrient redistribution model, groundwater flows, landscape modulation, nitrogen, phosphorus, restoration, sap flow, tree patches, tree transpiration, zone of confluence"
3060,"Biogeochemical changes associated with Juniperus virginia encroachment into grasslands",NA,2008,"KNZ"
3061,"Biogeochemical changes associated with Juniperus virginia encroachment into grasslands",NA,2008,"KNZ"
281,"Biogenic silica standing stock and export in the Santa Barbara Channel ecosystem",NA,2013,"SBC"
282,"Biogenic silica standing stock and export in the Santa Barbara Channel ecosystem",NA,2013,"SBC"
4761,"Biodiversity Loss Threatens Human Well-Being","PLoS Biology",2006,"BNZ, CDR"
4762,"Biodiversity loss threatens human well-being",NA,2006,"CDR"
11756,"Biodiversity and ecosystem functioning.","G. Daily, ed., Nature{\textquoteright}s Services: Societal Dependence on Natural Ecosystems. Island Press, Washington, D.C.",1997,"CDR"
10362,"Biodiversity and Ecosystem Functioning","Bioscience",1999,"MCM"
1035,"Benthic Macrophyte Distribution and Abundance in Estuarine Mangrove Lakes and Estuaries: Relationships to Environmental Variables",NA,2011,"chara, FCE, halodule, light, nutrients, salinity, sav, water quality"
1036,"Benthic Macrophyte Distribution and Abundance in Estuarine Mangrove Lakes and Estuaries: Relationships to Environmental Variables","Estuaries and Coasts",2011,"chara, FCE, halodule, light, nutrients, salinity, sav, water quality"
4758,"Belowground bud banks increase along a precipitation gradient of the North American Great Plains: A test of the meristem limitation hypothesis",NA,2006,"SEV"
4757,"Belowground bud banks increase along a precipitation gradient of the North American Great Plains: a test of the meristem limitation hypothesis","New Phytologist",2006,"KNZ"
8159,"Basidiomycetes of the Greater Antilles project",NA,2002,"LUQ"
8904,"Basidiomycetes of the Greater Antilles project","The Mycologist",2001,"LUQ"
14230,"Barrier Island Interdunal Freshwater Wetlands","J. Southeastern Biologists.",1992,"VCR"
15803,"Barrier Island Interdunal Freshwater Wetlands","ASB Bulletin",1988,"VCR"
3970,"Bacterial responses in activity and community composition to photo-oxidation of dissolved organic matter from soil and surface waters","Aquatic Sciences",2007,"ARC"
3971,"Bacterial responses in activity and community composition to photo-oxidation of dissolved organic matter from soil and surface waters",NA,2007,"ARC"
13759,"Bacterial biomass and cell size distributions in lakes: More and larger cells in anoxic waters",NA,1993,"HBR"
